comuna;zona;sexo;edad;ecivil;educ;activ;P1;P2;P3;P4;P5;P6;P7;Y1;Y2;Ytot;Ytot2
Iquique;Urbano;Hombre;67;Casado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N5;220000;82058;502058;220000
Iquique;Urbano;Mujer;45;Soltero(a);B‡sica Compl.;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;S’;N5;330000;0;330000;150000
Iquique;Urbano;Hombre;24;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;552500;0;752500;250000
Iquique;Urbano;Hombre;26;Soltero(a);TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;No;S’;N10;504167;0;504167;504167
Iquique;Urbano;Mujer;47;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;782000;0;782000;400000
Iquique;Urbano;Mujer;51;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;400000;9000;609000;150000
Iquique;Urbano;Mujer;51;Separado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N5;200000;8000;358000;200000
Iquique;Urbano;Mujer;45;Separado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;880000;43544;1223544;200000
Iquique;Urbano;Hombre;72;Casado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;850000;12000;1212000;326667
Iquique;Urbano;Hombre;45;Casado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N6;380000;10972;690972;380000
Iquique;Urbano;Hombre;57;Conviviente o pareja;M. Hum. Completa;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;S’;No;N7;687000;0;1037000;495000
Iquique;Urbano;Mujer;53;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;250000;0;250000;100000
Iquique;Urbano;Mujer;50;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1680000;5019;2135019;400000
Iquique;Urbano;Hombre;44;Casado(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N7;3500000;0;3800000;2000000
Iquique;Urbano;Hombre;36;Conviviente o pareja;TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1738333;1673;2040006;1433333
Iquique;Urbano;Mujer;56;Conviviente o pareja;Profesional  Incompleto;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N1;1855016;12294;1967310;465833
Iquique;Urbano;Hombre;36;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1562417;0;1862417;510000
Iquique;Urbano;Hombre;60;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);No sabe;S’;S’;N7;640000;20019;960019;520000
Iquique;Urbano;Hombre;52;Casado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1696672;6679;2103351;550000
Iquique;Urbano;Mujer;31;Conviviente o pareja;M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;701667;13346;965013;351667
Iquique;Urbano;Mujer;47;Separado(a);M. Hum. Incompleta;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;No;N6;324167;5000;509167;284167
Iquique;Urbano;Hombre;36;Conviviente o pareja;Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1056667;0;1056667;806667
Iquique;Urbano;Hombre;27;Casado(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1790000;0;1790000;1080000
Iquique;Urbano;Hombre;52;Separado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N9;1164167;0;1164167;1044167
Iquique;Urbano;Hombre;30;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;726667;7000;983667;726667
Iquique;Urbano;Hombre;23;Conviviente o pareja;M. Hum. Completa;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;No;S’;N4;852000;18401;1020401;200000
Iquique;Urbano;Mujer;32;Soltero(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N8;473583;75837;779420;323583
Iquique;Urbano;Mujer;60;Divorciado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;90000;8675;278675;90000
Iquique;Urbano;Hombre;52;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;2235000;0;2585000;1985000
Iquique;Urbano;Hombre;52;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N5;1374167;13645;1387812;1254167
Iquique;Urbano;Hombre;53;Casado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;903333;13679;917012;450000
Iquique;Urbano;Hombre;54;Casado(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;2400000;0;2800000;600000
Iquique;Urbano;Hombre;82;Casado(a);Profesional  Incompleto;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N9;1279000;108626;1737626;580000
Iquique;Urbano;Mujer;52;Soltero(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1110000;0;1460000;710000
Iquique;Urbano;Mujer;43;Separado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N7;1174000;0;1524000;894000
Iquique;Urbano;Mujer;52;Viudo(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N5;421667;10972;832639;321667
Iquique;Urbano;Hombre;44;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;4500000;0;5200000;4000000
Iquique;Urbano;Hombre;35;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena y otra (doble nacionalidad);En esta comuna;S’;S’;N10;9416667;0;10116667;6250000
Iquique;Urbano;Hombre;42;Casado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N10;1970000;0;1970000;1970000
Iquique;Urbano;Hombre;37;Casado(a);Profesional  Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N8;5246167;0;5246167;5246167
Iquique;Urbano;Hombre;32;Conviviente o pareja;M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;1005667;0;1305667;1005667
Iquique;Urbano;Mujer;51;Separado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;S’;N10;1281667;0;1281667;1281667
Iquique;Urbano;Hombre;54;Separado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;6578333;0;6578333;6578333
Iquique;Urbano;Hombre;52;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1000000;0;1400000;700000
Iquique;Urbano;Hombre;38;Casado(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;2341667;10972;2352639;2300000
Iquique;Urbano;Hombre;43;Soltero(a);Profesional  Incompleto;Ocupados;S’;S’;Otra nacionalidad (extranjeros);En esta comuna;S’;S’;N10;1040000;0;1440000;1040000
Iquique;Urbano;Hombre;35;Conviviente o pareja;TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1400000;0;1800000;1400000
Iquique;Urbano;Hombre;32;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;2873333;0;3243333;1437500
Iquique;Urbano;Mujer;28;Soltero(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N8;974167;0;974167;974167
Iquique;Urbano;Mujer;24;Casado(a);Postgrado Incompleto;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N8;1260000;0;1260000;660000
Iquique;Urbano;Hombre;41;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;4300000;0;4700000;2500000
Iquique;Urbano;Hombre;56;Casado(a);Postgrado Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;S’;N10;2166667;0;2616667;2166667
Iquique;Urbano;Mujer;46;Divorciado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;2020648;0;2020648;706667
Iquique;Urbano;Mujer;52;Soltero(a);M. TŽc Completa;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;1450000;0;1800000;1200000
Iquique;Urbano;Hombre;29;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;No;S’;N8;1965917;0;2115917;752917
Iquique;Urbano;Hombre;62;Viudo(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;1600000;0;1920000;800000
Iquique;Urbano;Mujer;29;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;720000;0;720000;590000
Iquique;Urbano;Hombre;36;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;975000;0;975000;975000
Iquique;Urbano;Hombre;30;Conviviente o pareja;Postgrado Completo;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N8;5681666;0;6181666;2540833
Iquique;Urbano;Mujer;45;Separado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;840000;0;1140000;600000
Iquique;Urbano;Mujer;45;Separado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N6;750000;0;1350000;750000
Iquique;Urbano;Hombre;40;Casado(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1217500;0;1547500;1210833
Iquique;Urbano;Hombre;37;Casado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N9;1186667;0;1586667;1186667
Iquique;Urbano;Mujer;56;Separado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N10;316667;5000;321667;316667
Iquique;Urbano;Mujer;32;Soltero(a);TŽcnico Nivel Superior Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N2;226250;0;226250;226250
Iquique;Urbano;Hombre;42;Casado(a);M. Hum. Incompleta;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;868750;0;868750;360000
Iquique;Urbano;Hombre;50;Conviviente o pareja;M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;924167;0;924167;536667
Iquique;Urbano;Hombre;54;Casado(a);NS/NR;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N9;200000;0;450000;200000
Iquique;Urbano;Hombre;44;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;No;N5;416234;0;416234;416234
Iquique;Urbano;Hombre;52;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;855000;6000;861000;600000
Iquique;Urbano;Mujer;64;Separado(a);M. TŽc. Prof. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N4;235000;0;235000;235000
Iquique;Urbano;Hombre;23;Conviviente o pareja;M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;No;N10;556250;0;556250;252500
Iquique;Urbano;Mujer;34;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N10;705834;7000;772834;305834
Iquique;Urbano;Hombre;54;Viudo(a);TŽcnico Nivel Superior Completo;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N7;350000;0;600000;350000
Iquique;Urbano;Hombre;59;Soltero(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N10;100000;0;100000;100000
Iquique;Urbano;Hombre;39;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N10;1276667;0;1526667;1016667
Iquique;Urbano;Hombre;30;Casado(a);M. Hum. Completa;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N8;610000;46000;706000;304167
Iquique;Urbano;Mujer;32;Casado(a);Profesional  Incompleto;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;No;N10;1500000;0;1750000;800000
Iquique;Urbano;Hombre;32;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;681667;0;931667;681667
Iquique;Urbano;Mujer;46;Viudo(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;S’;N5;455417;8346;463763;455417
Iquique;Urbano;Hombre;38;Conviviente o pareja;Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;533333;0;733333;533333
Iquique;Urbano;Hombre;32;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N9;1205416;8626;1314042;700000
Iquique;Urbano;Mujer;39;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1160834;57386;1319120;456667
Iquique;Urbano;Hombre;32;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N10;703417;0;753417;703417
Iquique;Urbano;Hombre;52;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1002500;0;1102500;1002500
Iquique;Urbano;Hombre;36;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;260000;0;300000;260000
Iquique;Urbano;Hombre;32;Casado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N10;1700000;0;1800000;900000
Iquique;Urbano;Mujer;45;Casado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;462084;0;602084;154167
Iquique;Urbano;Mujer;35;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;624166;34504;658670;267500
Iquique;Urbano;Hombre;62;Soltero(a);Postgrado Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;785000;82058;1067058;705000
Iquique;Urbano;Mujer;50;Casado(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;1020000;38250;1358250;250000
Iquique;Urbano;Hombre;46;Casado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N7;200000;19042;419042;200000
Iquique;Urbano;Mujer;38;Soltero(a);M. Hum. Incompleta;Ocupados;No;No;Otra nacionalidad (extranjeros);En otro pa’s;No;No;N5;134000;0;134000;84000
Iquique;Urbano;Mujer;72;Soltero(a);B‡sica Incom.;Inactivos;No;No;Chilena (exclusivamente);En esta comuna;No;No;N3;20000;94183;229183;20000
Iquique;Urbano;Hombre;28;Casado(a);M. TŽc. Prof. Incompleta;Ocupados;S’;S’;Chilena (exclusivamente);En otra comuna;S’;S’;N6;1193000;0;1193000;750000
Iquique;Urbano;Hombre;78;Viudo(a);B‡sica Incom.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N5;139000;47000;386000;5000
Iquique;Urbano;Hombre;59;Casado(a);M. TŽc. Prof. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;1055833;0;1335833;230000
Iquique;Urbano;Hombre;30;Soltero(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;No;N7;1850000;0;1850000;1850000
Iquique;Urbano;Hombre;43;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N10;1321667;6249;1577916;1019167
Iquique;Urbano;Hombre;44;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N7;1250000;0;1500000;850000
Iquique;Urbano;Hombre;40;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;S’;S’;N9;1083333;0;1283333;1083333
Iquique;Urbano;Mujer;57;Viudo(a);B‡sica Compl.;Inactivos;No;No;Chilena (exclusivamente);En esta comuna;No;No;N5;120000;4000;274000;50000
Iquique;Urbano;Mujer;45;Separado(a);M. Hum. Incompleta;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;691348;0;941348;210000
Iquique;Urbano;Hombre;41;Separado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N6;350000;0;350000;350000
Iquique;Urbano;Mujer;59;Viudo(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N8;119000;0;269000;60000
Iquique;Urbano;Mujer;40;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;350000;103011;633011;350000
Iquique;Urbano;Hombre;42;Casado(a);M. Hum. Incompleta;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;250000;35376;465376;250000
Iquique;Urbano;Hombre;68;Casado(a);B‡sica Incom.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N9;150000;0;250000;150000
Iquique;Urbano;Mujer;30;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;No;N8;293333;8627;301960;293333
Iquique;Urbano;Hombre;68;Casado(a);M. Hum. Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N10;4200000;22626;4372626;3000000
Iquique;Urbano;Hombre;38;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;No;N6;560000;3346;563346;380000
Iquique;Urbano;Hombre;33;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N7;1968917;62500;2281417;1075000
Iquique;Urbano;Hombre;52;Casado(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;299167;3333;302500;142000
Iquique;Urbano;Mujer;40;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N8;1130000;33492;1163492;300000
Iquique;Urbano;Hombre;62;Conviviente o pareja;M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N7;440000;25878;465878;280000
Iquique;Urbano;Mujer;38;Soltero(a);M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;250000;0;250000;250000
Iquique;Urbano;Mujer;38;Soltero(a);M. Hum. Completa;Ocupados;No;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N1;80000;17252;97252;80000
Iquique;Urbano;Hombre;40;Soltero(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En otra comuna;No;No;N8;280000;0;280000;280000
Iquique;Urbano;Hombre;62;Soltero(a);M. Hum. Completa;Ocupados;No;S’;Chilena (exclusivamente);En esta comuna;S’;No;N10;1943749;5294;2069043;596583
Iquique;Urbano;Mujer;53;Soltero(a);M. Hum. Completa;Ocupados;S’;No;Otra nacionalidad (extranjeros);En esta comuna;No;No;N5;226000;0;226000;226000
Iquique;Urbano;Hombre;32;Casado(a);Profesional Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N6;1200000;0;1500000;1200000
Iquique;Urbano;Mujer;27;Soltero(a);TŽcnico Nivel Superior Completo;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N9;285000;0;285000;285000
Iquique;Urbano;Hombre;52;Casado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;No;N10;932916;0;1132916;932916
Iquique;Urbano;Hombre;74;Soltero(a);M. Hum. Incompleta;Inactivos;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;365000;0;555000;200000
Iquique;Urbano;Hombre;67;Casado(a);M. Hum. Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N7;1378000;0;1678000;600000
Iquique;Urbano;Hombre;40;Separado(a);Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N8;2100000;0;2400000;2100000
Iquique;Urbano;Hombre;31;Conviviente o pareja;M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;420000;4583;624583;210000
Iquique;Urbano;Mujer;55;Soltero(a);B‡sica Compl.;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;No;N6;910000;11000;1171000;250000
Iquique;Urbano;Hombre;51;Conviviente o pareja;Profesional Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N8;2720000;0;2720000;1370000
Iquique;Urbano;Hombre;62;Casado(a);B‡sica Compl.;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;No;N6;960000;18130;978130;480000
Iquique;Urbano;Hombre;43;Soltero(a);Profesional  Incompleto;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N10;390000;0;540000;390000
Iquique;Urbano;Mujer;50;Conviviente o pareja;M. TŽc Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;No;S’;N6;1517500;0;1767500;217500
Iquique;Urbano;Mujer;40;Soltero(a);M. TŽc Completa;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;830000;7000;1057000;500000
Iquique;Urbano;Mujer;49;Separado(a);TŽcnico Nivel Superior Completo;Ocupados;S’;No;Chilena (exclusivamente);En esta comuna;No;S’;N5;343333;0;343333;213333
Iquique;Urbano;Mujer;49;Soltero(a);M. TŽc Completa;Ocupados;S’;S’;Chilena (exclusivamente);En esta comuna;S’;S’;N7;375000;0;675000;150000
Iquique;Urbano;Hombre;57;Casado(a);M. Hum. Completa;Ocupados;No;No;Chilena (exclusivamente);En esta comuna;S’;S’;N9;540000;86183;876183;340000
